Distance_(microns)	Gray_Value
0.000	51.000
0.104	47.505
0.208	41.791
0.311	35.573
0.415	26.878
0.519	20.669
0.623	18.669
0.726	17.296
0.830	15.315
0.934	16.496
1.038	20.236
1.142	24.268
1.245	30.165
1.349	34.282
1.453	42.335
1.557	45.271
1.661	44.644
1.764	36.532
1.868	30.924
1.972	26.602
2.076	19.736
2.179	16.816
2.283	15.186
2.387	14.039
2.491	14.264
2.595	13.842
2.698	13.961
2.802	12.945
2.906	16.304
3.010	21.003
3.113	15.405
3.217	19.106
3.321	19.596
3.425	18.880
3.529	18.119
3.632	19.502
3.736	19.880
3.840	25.384
3.944	26.969
4.048	31.046
4.151	30.183
4.255	36.679
4.359	38.935
4.463	39.024
4.566	41.640
4.670	40.351
4.774	35.533
4.878	33.513
4.982	27.042
5.085	24.870
5.189	23.517
5.293	24.935
5.397	22.511
5.501	22.392
5.604	28.064
5.708	33.700
5.812	36.332
5.916	36.667
6.019	36.048
6.123	32.907
6.227	29.988
6.331	23.707
6.435	22.467
6.538	20.165
6.642	24.417
6.746	34.017
6.850	41.447
6.953	46.323
7.057	47.922
7.161	55.609
7.265	54.652
7.369	48.811
7.472	38.369
7.576	32.428
7.680	28.365
7.784	26.665
7.888	24.514
7.991	21.019
8.095	19.904
8.199	22.502
8.303	22.787
8.406	25.736
8.510	27.862
8.614	32.065
8.718	33.003
8.822	31.118
8.925	30.942
9.029	39.039
9.133	45.874
9.237	58.971
9.340	64.196
9.444	65.742
9.548	76.923
9.652	68.327
9.756	63.870
9.859	53.771
9.963	50.073
10.067	38.950
10.171	29.451
10.275	25.652
10.378	19.445
10.482	19.548
10.586	18.722
10.690	20.108
10.793	20.646
10.897	23.482
11.001	25.480
11.105	31.962
11.209	47.920
11.312	49.957
11.416	62.824
11.520	67.604
11.624	70.665
11.728	75.283
11.831	60.223
11.935	59.334
12.039	51.117
12.143	39.449
12.246	28.357
12.350	26.276
12.454	23.168
12.558	21.600
12.662	22.874
12.765	24.612
12.869	27.654
12.973	29.727
13.077	34.765
13.180	42.751
13.284	52.607
13.388	57.012
13.492	55.026
13.596	50.716
13.699	47.461
13.803	37.932
13.907	28.291
14.011	25.455
14.115	24.472
14.218	25.805
14.322	29.054
14.426	36.305
14.530	45.139
14.633	54.060
14.737	63.444
14.841	65.251
14.945	69.387
15.049	62.042
15.152	54.103
15.256	41.507
15.360	35.765
15.464	27.536
15.567	24.599
15.671	21.403
15.775	19.504
15.879	21.297
15.983	25.083
16.086	28.026
16.190	32.842
16.294	42.962
16.398	52.575
16.502	61.527
16.605	71.633
16.709	70.156
16.813	71.558
16.917	67.940
17.020	56.148
17.124	50.878
17.228	41.360
17.332	31.619
17.436	25.667
17.539	21.540
17.643	21.267
17.747	19.474
17.851	17.349
17.954	18.575
18.058	18.601
18.162	25.527
18.266	27.629
18.370	32.626
18.473	45.178
18.577	51.711
18.681	67.643
18.785	75.038
18.889	84.761
18.992	82.859
19.096	76.485
19.200	70.577
19.304	66.122
19.407	47.627
19.511	38.568
19.615	28.113
19.719	29.036
19.823	28.359
19.926	27.198
20.030	25.943
20.134	32.908
20.238	39.137
20.342	49.112
20.445	64.387
20.549	72.726
20.653	82.171
20.757	91.975
20.860	95.028
20.964	102.781
21.068	97.678
21.172	88.265
21.276	78.411
21.379	60.409
21.483	39.238
21.587	29.551
21.691	26.220
21.794	23.038
21.898	21.156
22.002	21.047
22.106	22.385
22.210	23.101
22.313	29.469
22.417	41.144
22.521	47.250
22.625	62.279
22.729	76.670
22.832	84.156
22.936	87.083
23.040	88.112
23.144	91.415
23.247	84.560
23.351	79.553
23.455	63.957
23.559	49.464
23.663	34.134
23.766	32.516
23.870	26.470
23.974	19.636
24.078	17.948
24.181	18.538
24.285	20.335
24.389	23.299
24.493	25.946
24.597	28.668
24.700	32.631
24.804	37.414
24.908	37.885
25.012	38.382
25.116	39.669
25.219	43.743
25.323	33.180
25.427	33.640
25.531	39.371
25.634	48.270
25.738	54.092
25.842	54.803
25.946	60.769
26.050	64.909
26.153	66.697
26.257	58.177
26.361	68.856
26.465	72.533
26.569	71.418
26.672	62.643
26.776	52.787
26.880	47.611
26.984	40.939
27.087	41.098
27.191	26.842
27.295	26.169
27.399	27.650
27.503	25.875
27.606	22.459
27.710	25.275
27.814	28.504
27.918	35.904
28.021	38.568
28.125	48.735
28.229	59.774
28.333	57.612
28.437	64.202
28.540	53.998
28.644	45.749
28.748	41.575
28.852	36.435
28.956	29.998
29.059	25.476
29.163	22.008
29.267	28.154
29.371	26.574
29.474	25.317
29.578	27.735
29.682	29.498
29.786	37.095
29.890	48.663
29.993	56.490
30.097	64.302
30.201	65.359
30.305	61.883
30.408	60.340
30.512	54.857
30.616	46.041
30.720	39.637
30.824	31.903
30.927	24.580
31.031	23.892
31.135	18.692
31.239	22.187
31.343	20.344
31.446	22.091
31.550	25.145
31.654	27.420
31.758	31.948
31.861	32.457
31.965	46.157
32.069	53.049
32.173	60.042
32.277	71.728
32.380	71.631
32.484	66.006
32.588	66.382
32.692	64.276
32.796	57.163
32.899	47.761
33.003	44.809
33.107	45.006
33.211	41.128
33.314	43.873
33.418	41.057
33.522	41.412
33.626	45.875
33.730	44.871
33.833	47.749
33.937	43.028
34.041	38.996
34.145	32.248
34.248	31.084
34.352	28.789
34.456	26.775
34.560	28.355
34.664	27.512
34.767	24.534
34.871	25.520
34.975	22.750
35.079	25.501
35.183	29.529
35.286	31.398
35.390	38.731
35.494	44.504
35.598	61.402
35.701	68.015
35.805	74.445
35.909	83.122
36.013	88.035
36.117	82.095
36.220	77.270
36.324	72.919
36.428	75.141
36.532	71.269
36.635	79.014
36.739	93.946
36.843	95.668
36.947	115.601
37.051	127.995
37.154	135.231
37.258	129.624
37.362	119.008
37.466	108.261
37.570	93.545
37.673	72.765
37.777	57.458
37.881	44.411
37.985	32.659
38.088	28.296
38.192	21.114
38.296	20.175
38.400	22.767
38.504	26.887
38.607	34.759
38.711	45.493
38.815	48.290
38.919	60.360
39.022	81.130
39.126	102.812
39.230	111.112
39.334	132.073
39.438	139.523
39.541	145.785
39.645	131.801
39.749	118.391
39.853	101.875
39.957	102.185
40.060	111.516
40.164	103.501
40.268	102.685
40.372	102.590
40.475	99.667
40.579	91.523
40.683	74.398
40.787	67.260
40.891	49.097
40.994	37.436
41.098	36.135
41.202	33.450
41.306	28.812
41.410	32.686
41.513	37.657
41.617	49.897
41.721	66.926
41.825	98.106
41.928	131.059
42.032	171.005
42.136	189.024
42.240	201.836
42.344	214.787
42.447	215.030
42.551	200.221
42.655	168.013
42.759	143.544
42.862	112.381
42.966	86.830
43.070	57.280
43.174	39.316
43.278	26.483
43.381	25.881
43.485	20.004
43.589	19.005
43.693	18.736
43.797	19.627
43.900	22.824
44.004	27.326
44.108	31.365
44.212	41.408
44.315	53.691
44.419	57.670
44.523	70.715
44.627	77.834
44.731	88.091
44.834	88.093
44.938	83.160
45.042	68.752
45.146	68.844
45.249	63.800
45.353	53.596
45.457	47.920
45.561	48.217
45.665	48.177
45.768	56.228
45.872	66.000
45.976	70.610
46.080	91.696
46.184	111.251
46.287	120.857
46.391	122.616
46.495	128.371
46.599	125.134
46.702	115.515
46.806	108.037
46.910	78.999
47.014	60.929
47.118	47.689
47.221	36.627
47.325	27.749
47.429	22.529
47.533	23.211
47.637	23.285
47.740	20.095
47.844	21.195
47.948	22.337
48.052	26.188
48.155	33.135
48.259	42.392
48.363	46.685
48.467	60.014
48.571	69.283
48.674	85.136
48.778	90.544
48.882	105.566
48.986	113.945
49.089	125.248
49.193	118.234
49.297	124.940
49.401	131.235
49.505	117.586
49.608	118.471
49.712	111.020
49.816	99.299
49.920	82.286
50.024	66.682
50.127	49.914
50.231	39.723
50.335	35.563
50.439	34.590
50.542	37.379
50.646	41.550
50.750	49.258
50.854	61.128
50.958	73.023
51.061	78.314
51.165	97.660
51.269	101.609
51.373	116.232
51.476	103.980
51.580	84.524
51.684	75.489
51.788	62.769
51.892	47.575
51.995	39.965
52.099	33.566
52.203	30.567
52.307	34.708
52.411	46.925
52.514	49.476
52.618	64.899
52.722	87.585
52.826	108.292
52.929	125.489
53.033	147.641
53.137	150.750
53.241	163.266
53.345	167.636
53.448	163.009
53.552	148.149
53.656	142.475
53.760	134.817
53.863	114.919
53.967	92.279
54.071	79.775
54.175	74.652
54.279	72.697
54.382	74.320
54.486	71.121
54.590	76.396
54.694	72.672
54.798	67.638
54.901	75.614
55.005	70.508
55.109	69.779
55.213	66.043
55.316	69.437
55.420	69.363
55.524	58.921
55.628	61.310
55.732	63.348
55.835	71.155
55.939	84.053
56.043	99.611
56.147	114.738
56.251	142.773
56.354	156.916
56.458	178.582
56.562	195.946
56.666	202.090
56.769	207.149
56.873	219.650
56.977	212.471
57.081	190.808
57.185	177.179
57.288	142.086
57.392	133.266
57.496	99.714
57.600	78.568
57.703	60.954
57.807	46.498
57.911	45.105
58.015	38.372
58.119	36.868
58.222	41.929
58.326	50.561
58.430	58.924
58.534	72.912
58.638	90.340
58.741	111.787
58.845	137.216
58.949	153.611
59.053	168.917
59.156	182.710
59.260	190.524
59.364	189.646
59.468	174.212
59.572	157.141
59.675	125.147
59.779	102.488
59.883	76.088
59.987	55.798
60.090	40.024
60.194	29.216
60.298	22.737
60.402	24.152
60.506	15.841
60.609	16.752
60.713	16.076
60.817	19.341
60.921	22.289
61.025	27.276
61.128	31.679
61.232	42.400
61.336	53.717
61.440	78.279
61.543	103.224
61.647	130.173
61.751	170.055
61.855	196.397
61.959	226.494
62.062	240.008
62.166	233.256
62.270	219.020
62.374	208.046
62.478	181.507
62.581	154.010
62.685	129.840
62.789	98.783
62.893	82.190
62.996	68.406
63.100	63.837
63.204	68.936
63.308	72.196
63.412	81.714
63.515	99.156
63.619	122.917
63.723	147.592
63.827	169.392
63.930	193.256
64.034	190.226
64.138	192.439
64.242	177.456
64.346	163.883
64.449	139.657
64.553	104.735
64.657	83.523
64.761	61.084
64.865	50.629
64.968	48.568
65.072	46.456
65.176	43.199
65.280	42.596
65.383	59.266
65.487	67.422
65.591	88.570
65.695	111.348
65.799	129.116
65.902	156.044
66.006	174.938
66.110	192.149
66.214	180.148
66.317	175.270
66.421	167.288
66.525	152.109
66.629	126.588
66.733	84.394
66.836	66.040
66.940	56.658
67.044	43.101
67.148	36.518
67.252	26.417
67.355	25.005
67.459	31.428
67.563	33.404
67.667	35.380
67.770	48.891
67.874	66.114
67.978	84.343
68.082	99.747
68.186	117.665
68.289	140.196
68.393	159.862
68.497	177.544
68.601	196.548
68.704	183.822
68.808	190.660
68.912	192.512
69.016	197.991
69.120	161.110
69.223	147.078
69.327	122.821
69.431	99.523
69.535	77.475
69.639	60.800
69.742	53.527
69.846	40.952
69.950	40.303
70.054	40.802
70.157	49.473
70.261	69.068
70.365	82.662
70.469	114.357
70.573	140.527
70.676	164.110
70.780	179.583
70.884	197.095
70.988	202.563
71.092	199.335
71.195	181.323
71.299	162.270
71.403	149.082
71.507	118.508
71.610	83.072
71.714	73.278
71.818	55.256
71.922	44.053
72.026	39.264
72.129	33.161
72.233	35.335
72.337	39.618
72.441	47.615
72.544	55.210
72.648	70.120
72.752	89.006
72.856	133.877
72.960	154.580
73.063	170.995
73.167	193.532
73.271	218.098
73.375	219.900
73.479	199.666
73.582	215.271
73.686	204.240
73.790	186.595
73.894	165.435
73.997	141.872
74.101	112.255
74.205	87.936
74.309	67.162
74.413	48.751
74.516	37.866
74.620	28.577
74.724	24.751
74.828	25.221
74.931	23.568
75.035	27.397
75.139	30.445
75.243	39.656
75.347	48.064
75.450	59.775
75.554	75.070
75.658	91.136
75.762	113.759
75.866	140.855
75.969	146.227
76.073	149.070
76.177	139.385
76.281	126.733
76.384	113.447
76.488	100.674
76.592	75.224
76.696	64.269
76.800	58.553
76.903	54.884
77.007	52.695
77.111	59.143
77.215	68.071
77.319	87.217
77.422	112.248
77.526	129.008
77.630	149.116
77.734	181.474
77.837	209.121
77.941	213.785
78.045	216.309
78.149	212.212
78.253	191.246
78.356	170.062
78.460	153.512
78.564	120.982
78.668	92.695
78.771	74.488
78.875	54.109
78.979	44.079
79.083	32.558
79.187	32.293
79.290	27.748
79.394	31.326
79.498	34.524
79.602	42.833
79.706	51.689
79.809	69.001
79.913	86.784
80.017	106.275
80.121	131.093
80.224	145.706
80.328	148.373
80.432	160.485
80.536	160.212
80.640	155.656
80.743	147.324
80.847	136.097
80.951	114.098
81.055	102.968
81.158	85.534
81.262	74.342
81.366	63.119
81.470	50.785
81.574	39.108
81.677	39.350
81.781	34.418
81.885	33.536
81.989	35.854
82.093	40.994
82.196	49.354
82.300	61.839
82.404	75.390
82.508	93.255
82.611	113.904
82.715	133.851
82.819	155.727
82.923	162.729
83.027	167.819
83.130	169.960
83.234	165.749
83.338	163.299
83.442	150.697
83.546	139.321
83.649	127.442
83.753	112.499
83.857	100.013
83.961	81.922
84.064	72.755
84.168	56.802
84.272	48.533
84.376	45.455
84.480	45.045
84.583	50.905
84.687	59.232
84.791	68.277
84.895	80.398
84.998	98.763
85.102	104.041
85.206	117.532
85.310	122.341
85.414	110.010
85.517	104.401
85.621	94.955
85.725	79.651
85.829	74.242
85.933	63.368
86.036	56.877
86.140	50.150
86.244	47.636
86.348	46.358
86.451	47.916
86.555	47.994
86.659	63.800
86.763	61.391
86.867	73.906
86.970	85.079
87.074	91.466
87.178	97.382
87.282	101.511
87.385	102.307
87.489	95.913
87.593	91.908
87.697	82.181
87.801	70.078
87.904	61.849
88.008	50.358
88.112	48.068
88.216	45.479
88.320	38.489
88.423	34.862
88.527	27.462
88.631	29.954
88.735	31.777
88.838	37.004
88.942	37.070
89.046	42.447
89.150	44.342
89.254	42.326
89.357	41.997
89.461	42.155
89.565	40.829
89.669	42.045
89.772	40.092
89.876	37.284
89.980	39.994
90.084	39.041
90.188	46.825
90.291	44.445
90.395	49.174
90.499	58.262
90.603	61.586
90.707	52.130
90.810	54.678
90.914	56.900
91.018	48.534
91.122	41.958
91.225	41.690
91.329	38.570
91.433	41.979
91.537	43.145
91.641	45.666
91.744	55.051
91.848	57.051
91.952	55.062
92.056	59.871
92.160	61.646
92.263	59.668
92.367	62.269
92.471	55.493
92.575	50.387
92.678	50.161
92.782	45.545
92.886	44.417
92.990	40.659
93.094	40.183
93.197	39.510
93.301	36.866
93.405	39.333
93.509	37.992
93.612	37.224
93.716	37.061
93.820	33.335
93.924	34.500
94.028	41.171
94.131	39.851
94.235	43.045
94.339	46.742
94.443	54.389
94.547	49.617
94.650	48.605
94.754	48.582
94.858	42.592
94.962	43.505
95.065	44.266
95.169	44.144
95.273	37.321
95.377	41.871
95.481	42.735
95.584	45.474
95.688	45.989
95.792	48.855
95.896	48.484
95.999	48.768
96.103	52.934
96.207	51.010
96.311	60.036
96.415	56.949
96.518	55.376
96.622	56.471
96.726	54.045
96.830	47.758
96.934	46.565
97.037	43.646
97.141	40.493
97.245	42.048
97.349	41.951
97.452	41.225
97.556	42.144
97.660	46.730
97.764	50.952
97.868	53.928
97.971	56.794
98.075	63.591
98.179	62.891
98.283	63.013
98.387	66.211
98.490	68.878
98.594	67.071
98.698	57.427
98.802	57.516
98.905	54.676
99.009	52.921
99.113	55.479
99.217	57.666
99.321	47.948
99.424	44.643
99.528	44.050
99.632	41.149
99.736	37.638
99.839	35.748
99.943	32.504
100.047	27.468
100.151	27.806
100.255	30.684
100.358	30.140
100.462	30.231
100.566	31.550
100.670	34.557
100.774	34.794
100.877	44.222
100.981	43.840
101.085	51.355
101.189	54.310
101.292	59.492
101.396	56.344
101.500	71.901
101.604	69.990
101.708	71.545
101.811	64.645
101.915	64.664
102.019	63.996
102.123	60.128
102.226	59.603
102.330	54.495
102.434	52.201
102.538	47.059
102.642	48.544
102.745	54.770
102.849	54.464
102.953	56.709
103.057	56.850
103.161	53.045
103.264	58.058
103.368	62.839
103.472	58.425
103.576	52.481
103.679	53.528
103.783	56.075
103.887	47.882
103.991	35.879
104.095	32.362
104.198	29.338
104.302	24.946
104.406	20.170
104.510	22.405
104.613	23.719
104.717	21.512
104.821	22.822
104.925	26.933
105.029	26.309
105.132	27.750
105.236	34.769
105.340	39.295
105.444	43.817
105.548	47.912
105.651	52.636
105.755	58.846
105.859	64.647
105.963	64.816
106.066	65.445
106.170	72.113
106.274	73.044
106.378	67.330
106.482	62.019
106.585	55.161
106.689	54.820
106.793	49.430
106.897	45.533
107.001	39.432
107.104	40.456
107.208	33.241
107.312	29.147
107.416	29.084
107.519	28.512
107.623	29.763
107.727	26.210
107.831	29.631
107.935	28.947
108.038	30.144
108.142	32.089
108.246	38.556
108.350	29.796
108.453	39.551
108.557	42.434
108.661	45.441
108.765	51.141
108.869	53.141
108.972	52.534
109.076	51.806
109.180	48.282
109.284	45.100
109.388	50.996
109.491	44.339
109.595	47.074
109.699	44.931
109.803	41.893
109.906	40.117
110.010	44.197
110.114	45.895
110.218	47.080
110.322	49.097
110.425	52.846
110.529	51.802
110.633	62.109
110.737	65.871
110.840	64.147
110.944	64.900
111.048	69.811
111.152	61.245
111.256	55.259
111.359	50.171
111.463	46.483
111.567	39.811
111.671	39.586
111.775	35.799
111.878	32.593
111.982	32.402
112.086	26.731
112.190	29.607
112.293	29.100
112.397	35.905
112.501	41.164
112.605	47.946
112.709	52.227
112.812	64.860
112.916	69.145
113.020	69.492
113.124	73.982
113.228	82.648
113.331	80.006
113.435	78.179
113.539	78.490
113.643	76.841
113.746	80.787
113.850	69.507
113.954	68.413
114.058	61.857
114.162	49.641
114.265	44.734
114.369	41.085
114.473	37.838
114.577	30.103
114.680	26.200
114.784	23.272
114.888	19.604
114.992	17.657
115.096	20.132
115.199	21.154
115.303	23.624
