Distance_(microns)	Gray_Value
0.0000	174.000
0.1038	198.708
0.2076	223.428
0.3113	236.240
0.4151	214.495
0.5189	181.147
0.6227	162.692
0.7265	143.795
0.8303	113.145
0.9340	82.878
1.0378	67.748
1.1416	55.129
1.2454	38.191
1.3492	38.188
1.4530	31.835
1.5567	24.519
1.6605	23.370
1.7643	28.391
1.8681	23.578
1.9719	26.786
2.0757	28.356
2.1794	34.351
2.2832	36.891
2.3870	38.459
2.4908	53.167
2.5946	80.138
2.6984	91.860
2.8021	132.733
2.9059	168.740
3.0097	199.173
3.1135	188.487
3.2173	222.673
3.3211	231.302
3.4248	227.750
3.5286	238.843
3.6324	233.375
3.7362	228.179
3.8400	206.550
3.9438	178.314
4.0475	146.952
4.1513	109.137
4.2551	85.115
4.3589	65.278
4.4627	48.303
4.5665	50.390
4.6702	31.640
4.7740	26.507
4.8778	27.984
4.9816	26.130
5.0854	24.934
5.1892	29.620
5.2929	29.712
5.3967	29.802
5.5005	32.749
5.6043	37.939
5.7081	47.325
5.8119	69.953
5.9156	73.832
6.0194	89.364
6.1232	96.942
6.2270	116.350
6.3308	125.746
6.4346	110.386
6.5383	111.919
6.6421	106.646
6.7459	101.566
6.8497	85.295
6.9535	63.295
7.0573	57.274
7.1610	36.237
7.2648	46.169
7.3686	42.685
7.4724	33.807
7.5762	42.757
7.6800	48.427
7.7837	62.988
7.8875	56.676
7.9913	67.882
8.0951	96.913
8.1989	87.296
8.3027	103.986
8.4064	112.098
8.5102	114.412
8.6140	90.507
8.7178	77.549
8.8216	69.438
8.9254	63.997
9.0291	50.130
9.1329	37.218
9.2367	37.701
9.3405	27.471
9.4443	28.527
9.5481	31.357
9.6518	27.287
9.7556	26.147
9.8594	22.437
9.9632	43.874
10.0670	60.107
10.1708	82.775
10.2745	118.837
10.3783	176.562
10.4821	201.030
10.5859	204.022
10.6897	215.432
10.7935	178.302
10.8972	172.521
11.0010	143.490
11.1048	135.403
11.2086	113.072
11.3124	102.433
11.4162	73.565
11.5199	49.246
11.6237	35.330
11.7275	30.747
11.8313	29.250
11.9351	26.217
12.0389	24.495
12.1426	27.835
12.2464	46.176
12.3502	63.185
12.4540	73.090
12.5578	106.603
12.6616	149.346
12.7653	170.238
12.8691	197.415
12.9729	214.768
13.0767	159.396
13.1805	161.583
13.2843	173.987
13.3880	180.037
13.4918	172.665
13.5956	136.359
13.6994	107.993
13.8032	73.639
13.9070	48.110
14.0107	38.796
14.1145	35.230
14.2183	30.678
14.3221	25.876
14.4259	26.425
14.5297	33.106
14.6334	38.933
14.7372	35.861
14.8410	39.891
14.9448	49.346
15.0486	56.982
15.1524	83.720
15.2561	125.215
15.3599	168.194
15.4637	192.431
15.5675	187.832
15.6713	198.918
15.7751	187.232
15.8788	205.397
15.9826	194.833
16.0864	180.091
16.1902	160.921
16.2940	132.759
16.3978	98.904
16.5015	68.903
16.6053	50.513
16.7091	36.728
16.8129	32.975
16.9167	29.035
17.0205	23.762
17.1242	23.042
17.2280	25.465
17.3318	31.937
17.4356	32.313
17.5394	39.177
17.6431	53.401
17.7469	72.069
17.8507	87.261
17.9545	106.625
18.0583	110.647
18.1621	133.904
18.2658	156.894
18.3696	168.727
18.4734	192.199
18.5772	206.148
18.6810	206.695
18.7848	183.924
18.8885	166.127
18.9923	157.728
19.0961	115.138
19.1999	78.540
19.3037	65.247
19.4075	56.719
19.5112	62.583
19.6150	47.203
19.7188	48.477
19.8226	35.720
19.9264	40.299
20.0302	42.019
20.1339	52.450
20.2377	61.891
20.3415	80.851
20.4453	113.241
20.5491	124.999
20.6529	138.324
20.7566	151.200
20.8604	155.958
20.9642	151.275
21.0680	124.776
21.1718	113.012
21.2756	97.720
21.3793	83.210
21.4831	106.905
21.5869	132.350
21.6907	136.685
21.7945	130.108
21.8983	111.937
22.0020	79.724
22.1058	82.528
22.2096	86.317
22.3134	73.020
22.4172	58.399
22.5210	54.468
22.6247	53.265
22.7285	48.942
22.8323	49.053
22.9361	63.651
23.0399	77.776
23.1437	80.785
23.2474	66.124
23.3512	50.426
23.4550	39.979
23.5588	40.715
23.6626	38.138
23.7664	35.327
23.8701	41.699
23.9739	48.010
24.0777	63.308
24.1815	73.438
24.2853	101.162
24.3891	124.699
24.4928	162.759
24.5966	179.522
24.7004	175.270
24.8042	144.041
24.9080	120.931
25.0118	110.465
25.1155	121.172
25.2193	89.743
25.3231	60.312
25.4269	50.385
25.5307	50.994
25.6345	36.935
25.7382	33.080
25.8420	31.695
25.9458	25.157
26.0496	28.734
26.1534	26.545
26.2572	22.693
26.3609	23.752
26.4647	21.609
26.5685	34.599
26.6723	41.878
26.7761	54.625
26.8799	71.767
26.9836	84.119
27.0874	120.726
27.1912	169.365
27.2950	167.485
27.3988	164.278
27.5026	182.418
27.6063	162.053
27.7101	144.073
27.8139	145.857
27.9177	121.671
28.0215	119.088
28.1253	101.898
28.2290	73.757
28.3328	63.975
28.4366	57.425
28.5404	48.924
28.6442	47.173
28.7480	39.847
28.8517	36.510
28.9555	31.489
29.0593	31.674
29.1631	26.127
29.2669	22.260
29.3707	23.606
29.4744	23.288
29.5782	21.549
29.6820	18.875
29.7858	21.133
29.8896	21.725
29.9934	23.850
30.0971	25.019
30.2009	30.421
30.3047	41.356
30.4085	50.612
30.5123	77.843
30.6161	87.579
30.7198	116.249
30.8236	133.677
30.9274	140.945
31.0312	141.663
31.1350	112.413
31.2388	84.199
31.3425	101.399
31.4463	115.645
31.5501	133.650
31.6539	114.260
31.7577	123.698
31.8615	112.470
31.9652	108.617
32.0690	83.482
32.1728	73.631
32.2766	60.739
32.3804	44.148
32.4841	39.661
32.5879	38.881
32.6917	29.956
32.7955	25.042
32.8993	23.353
33.0031	22.320
33.1068	27.113
33.2106	23.637
33.3144	25.936
33.4182	42.150
33.5220	36.508
33.6258	52.866
33.7295	70.023
33.8333	87.027
33.9371	93.693
34.0409	97.167
34.1447	77.138
34.2485	65.180
34.3522	62.579
34.4560	54.653
34.5598	54.519
34.6636	50.272
34.7674	38.795
34.8712	48.550
34.9749	43.539
35.0787	64.236
35.1825	66.575
35.2863	57.273
35.3901	51.591
35.4939	44.062
35.5976	37.498
35.7014	36.117
35.8052	35.037
35.9090	33.493
36.0128	50.260
36.1166	59.269
36.2203	66.633
36.3241	73.019
36.4279	90.916
36.5317	101.096
36.6355	101.233
36.7393	109.210
36.8430	105.191
