Distance_(microns)	Gray_Value
0.000	12.0000
0.104	9.6497
0.208	10.4822
0.311	14.2642
0.415	12.5750
0.519	8.1855
0.623	7.9914
0.726	8.6632
0.830	7.4590
0.934	7.9922
1.038	8.3703
1.142	8.8314
1.245	8.7332
1.349	7.1790
1.453	8.1650
1.557	11.7885
1.661	7.5541
1.764	7.3372
1.868	8.1198
1.972	11.9137
2.076	11.1933
2.179	13.1784
2.283	10.8567
2.387	11.0712
2.491	16.5000
2.595	12.5158
2.698	11.4679
2.802	14.2499
2.906	11.5968
3.010	12.0668
3.113	9.0689
3.217	9.6426
3.321	7.7604
3.425	7.3304
3.529	8.0844
3.632	7.0295
3.736	6.3470
3.840	7.1227
3.944	6.0000
4.048	6.0917
4.151	8.1970
4.255	8.7422
4.359	7.3946
4.463	7.4510
4.566	9.7341
4.670	8.0251
4.774	8.8235
4.878	10.7887
4.982	12.6388
5.085	14.5688
5.189	21.9179
5.293	21.0443
5.397	15.2566
5.501	14.0902
5.604	17.9055
5.708	16.6357
5.812	13.1478
5.916	9.0572
6.019	8.2444
6.123	7.0424
6.227	6.7067
6.331	6.7293
6.435	6.4357
6.538	6.3422
6.642	6.3492
6.746	6.4875
6.850	6.1917
6.953	6.3072
7.057	6.9361
7.161	6.8870
7.265	7.0000
7.369	7.2720
7.472	7.0569
7.576	8.2329
7.680	11.5025
7.784	8.4103
7.888	12.6130
7.991	11.4678
8.095	13.2704
8.199	13.5839
8.303	14.4820
8.406	16.9165
8.510	16.1769
8.614	13.9852
8.718	12.6991
8.822	13.7832
8.925	13.9671
9.029	12.0001
9.133	9.7348
9.237	9.9315
9.340	13.6466
9.444	10.3998
9.548	8.3704
9.652	8.4399
9.756	8.6548
9.859	7.4717
9.963	7.7375
10.067	9.5802
10.171	10.3939
10.275	8.6950
10.378	8.7917
10.482	9.0190
10.586	11.4590
10.690	12.9906
10.793	11.9824
10.897	11.1741
11.001	8.6422
11.105	9.3819
11.209	8.7089
11.312	9.9394
11.416	11.1802
11.520	9.9899
11.624	10.3246
11.728	12.7621
11.831	10.8967
11.935	12.6547
12.039	10.2669
12.143	10.5824
12.246	7.9314
12.350	7.3932
12.454	7.0539
12.558	7.8867
12.662	6.5092
12.765	7.8185
12.869	11.4696
12.973	10.4685
13.077	8.4456
13.180	7.3903
13.284	6.7811
13.388	7.2837
13.492	8.0306
13.596	8.3627
13.699	8.5881
13.803	7.9373
13.907	9.7997
14.011	9.7407
14.115	8.1314
14.218	11.6348
14.322	13.1641
14.426	9.3777
14.530	10.0939
14.633	11.3276
14.737	12.3433
14.841	12.8709
14.945	7.8339
15.049	11.3330
15.152	10.8628
15.256	11.7421
15.360	9.0561
15.464	10.5723
15.567	8.0037
15.671	8.3515
15.775	12.7921
15.879	12.2703
15.983	11.1318
16.086	7.5864
16.190	7.5954
16.294	7.6589
16.398	7.0869
16.502	7.1526
16.605	6.0712
16.709	8.2759
16.813	8.6691
16.917	7.9733
17.020	9.8698
17.124	8.5551
17.228	7.0559
17.332	9.2250
17.436	10.0489
17.539	11.6722
17.643	10.5878
17.747	10.9023
17.851	10.6073
17.954	10.2418
18.058	10.0001
18.162	11.3949
18.266	10.9982
18.370	13.3174
18.473	8.2806
18.577	11.3425
18.681	8.1209
18.785	7.6009
18.889	7.0577
18.992	8.1649
19.096	8.7113
19.200	8.9714
19.304	7.1747
19.407	7.1968
19.511	9.0966
19.615	10.6140
19.719	12.5013
19.823	9.1249
19.926	9.8383
20.030	11.0660
20.134	12.6622
20.238	12.7639
20.342	12.6991
20.445	11.7599
20.549	11.0251
20.653	10.4393
20.757	13.5499
20.860	8.3827
20.964	9.2387
21.068	9.6736
21.172	8.8404
21.276	7.6460
21.379	9.9928
21.483	9.9273
21.587	7.3155
21.691	7.7000
21.794	7.9456
21.898	8.7255
22.002	8.0502
22.106	7.9289
22.210	7.9765
22.313	8.8199
22.417	7.1780
22.521	7.9945
22.625	7.7672
22.729	9.3099
22.832	10.3100
22.936	10.2564
23.040	12.2892
23.144	10.4100
23.247	10.2828
23.351	11.0370
23.455	14.0139
23.559	13.3467
23.663	9.4377
23.766	9.6452
23.870	11.2736
23.974	12.4175
24.078	10.2292
24.181	7.1437
24.285	7.8630
24.389	7.8766
24.493	7.8400
24.597	11.1290
24.700	11.7991
24.804	12.3851
24.908	8.3001
25.012	11.4006
25.116	14.2892
25.219	13.6583
25.323	16.5407
25.427	14.5298
25.531	13.1230
