Distance_(microns)	Gray_Value
0.000	16.000
0.104	16.932
0.208	22.268
0.311	20.208
0.415	29.033
0.519	30.835
0.623	46.568
0.726	49.705
0.830	58.208
0.934	78.594
1.038	83.908
1.142	98.036
1.245	100.312
1.349	97.831
1.453	96.894
1.557	94.267
1.661	58.844
1.764	66.645
1.868	61.589
1.972	38.576
2.076	34.814
2.179	27.732
2.283	19.042
2.387	21.384
2.491	16.560
2.595	17.377
2.698	18.102
2.802	11.316
2.906	13.897
3.010	16.249
3.113	14.523
3.217	16.974
3.321	22.492
3.425	33.577
3.529	52.115
3.632	48.743
3.736	55.065
3.840	64.510
3.944	72.659
4.048	91.862
4.151	99.379
4.255	93.719
4.359	100.356
4.463	96.983
4.566	108.294
4.670	105.892
4.774	98.129
4.878	97.091
4.982	78.040
5.085	86.041
5.189	64.921
5.293	52.948
5.397	45.503
5.501	41.795
5.604	30.125
5.708	27.314
5.812	24.052
5.916	19.475
6.019	23.935
6.123	18.058
6.227	19.074
6.331	15.619
6.435	16.251
6.538	16.232
6.642	14.964
6.746	19.653
6.850	21.122
6.953	26.378
7.057	34.740
7.161	44.102
7.265	53.366
7.369	58.172
7.472	66.844
7.576	59.224
7.680	80.898
7.784	75.846
7.888	70.201
7.991	72.113
8.095	68.877
8.199	61.004
8.303	62.192
8.406	49.742
8.510	52.820
8.614	52.916
8.718	44.239
8.822	43.735
8.925	38.273
9.029	32.905
9.133	35.850
9.237	44.322
9.340	39.537
9.444	38.858
9.548	39.841
9.652	40.070
9.756	44.286
9.859	46.171
9.963	45.801
10.067	49.423
10.171	50.982
10.275	40.252
10.378	43.851
10.482	37.665
10.586	26.001
10.690	18.508
10.793	21.033
10.897	17.298
11.001	16.178
11.105	14.730
11.209	22.158
11.312	26.588
11.416	24.988
11.520	29.147
11.624	26.691
11.728	32.210
11.831	40.545
11.935	48.490
12.039	51.342
12.143	60.900
12.246	72.204
12.350	87.651
12.454	90.172
12.558	100.762
12.662	106.934
12.765	89.481
12.869	97.878
12.973	91.336
13.077	119.612
13.180	91.745
13.284	77.222
13.388	62.681
13.492	47.936
13.596	31.585
13.699	30.160
13.803	20.257
13.907	20.577
14.011	21.532
14.115	18.298
14.218	20.363
14.322	16.903
14.426	28.994
14.530	29.795
14.633	26.604
14.737	35.326
14.841	60.560
14.945	71.023
15.049	81.061
15.152	80.978
15.256	86.654
15.360	76.943
15.464	79.177
15.567	70.368
15.671	50.651
15.775	48.224
15.879	33.134
15.983	41.672
16.086	33.150
16.190	30.882
16.294	31.552
16.398	29.875
16.502	26.098
16.605	32.738
16.709	32.483
16.813	44.059
16.917	60.876
17.020	71.464
17.124	98.580
17.228	127.894
17.332	120.487
17.436	147.930
17.539	147.149
17.643	145.458
17.747	135.268
17.851	93.817
17.954	92.826
18.058	74.963
18.162	40.150
18.266	31.223
18.370	27.060
18.473	19.181
18.577	17.593
18.681	18.352
18.785	16.478
18.889	25.315
18.992	28.195
19.096	31.575
19.200	34.743
19.304	38.037
19.407	34.250
19.511	57.453
19.615	61.749
19.719	71.554
19.823	89.274
19.926	116.920
20.030	119.493
20.134	116.618
20.238	111.724
20.342	97.527
20.445	72.136
20.549	70.134
20.653	50.795
20.757	33.121
20.860	26.594
20.964	26.858
21.068	19.931
21.172	20.065
21.276	20.038
21.379	32.822
21.483	26.560
21.587	31.567
21.691	35.080
21.794	43.526
21.898	68.320
22.002	91.658
22.106	100.561
22.210	124.123
22.313	145.800
22.417	150.816
22.521	157.981
22.625	163.188
22.729	147.800
22.832	131.673
22.936	107.264
23.040	71.632
23.144	65.294
23.247	49.068
23.351	30.256
23.455	26.446
23.559	27.493
23.663	26.551
23.766	18.816
23.870	14.109
23.974	14.825
24.078	19.446
24.181	20.563
24.285	23.571
24.389	28.879
24.493	35.439
24.597	34.018
24.700	43.492
24.804	64.530
24.908	88.976
25.012	111.061
25.116	129.556
25.219	151.727
25.323	160.604
25.427	166.197
25.531	197.638
25.634	191.489
25.738	182.839
25.842	149.358
25.946	128.068
26.050	113.459
26.153	80.585
26.257	88.004
26.361	68.599
26.465	51.608
26.569	42.352
26.672	28.172
26.776	24.495
26.880	24.290
26.984	22.889
27.087	18.920
27.191	16.041
27.295	15.131
27.399	22.095
27.503	14.867
27.606	15.868
27.710	26.913
27.814	17.235
27.918	17.941
28.021	15.762
28.125	29.693
28.229	41.895
28.333	42.779
28.437	50.731
28.540	75.096
28.644	100.746
28.748	116.651
28.852	128.183
28.956	140.255
29.059	151.945
29.163	153.726
29.267	146.380
29.371	168.988
29.474	139.182
29.578	125.587
29.682	109.374
29.786	94.274
29.890	73.965
29.993	69.259
30.097	61.515
30.201	38.073
30.305	33.982
30.408	35.921
30.512	35.070
30.616	35.766
30.720	32.704
30.824	24.572
30.927	30.830
31.031	25.438
31.135	21.128
31.239	24.528
31.343	27.782
31.446	30.023
31.550	26.895
31.654	45.133
31.758	50.995
31.861	80.209
31.965	90.394
32.069	105.973
32.173	115.203
32.277	128.354
32.380	140.344
32.484	151.290
32.588	159.766
32.692	157.401
32.796	158.267
32.899	140.847
33.003	136.089
33.107	110.022
33.211	88.625
33.314	71.756
33.418	63.953
33.522	54.106
33.626	38.190
33.730	31.797
33.833	27.642
33.937	23.321
34.041	21.677
34.145	16.417
34.248	13.470
34.352	20.478
34.456	16.619
34.560	18.498
34.664	15.259
34.767	17.156
34.871	20.823
34.975	28.409
35.079	32.478
35.183	49.264
35.286	65.833
35.390	87.246
35.494	99.651
35.598	107.112
35.701	115.492
35.805	112.806
35.909	92.626
36.013	89.803
36.117	92.784
36.220	73.382
36.324	63.555
36.428	53.314
36.532	44.273
36.635	35.222
36.739	35.547
36.843	29.656
36.947	24.322
37.051	22.530
37.154	27.967
37.258	32.726
37.362	41.454
37.466	56.623
37.570	70.887
37.673	76.961
37.777	72.843
37.881	83.960
37.985	88.619
38.088	77.069
38.192	81.997
38.296	68.661
38.400	72.865
38.504	53.661
38.607	43.651
38.711	54.501
38.815	42.133
38.919	38.092
39.022	32.459
39.126	30.291
39.230	27.808
39.334	21.826
39.438	26.735
39.541	20.195
39.645	20.272
39.749	26.027
39.853	34.519
39.957	42.579
40.060	60.475
40.164	72.424
40.268	81.083
40.372	80.988
40.475	83.121
40.579	73.099
40.683	74.177
40.787	83.402
40.891	68.863
40.994	70.812
41.098	70.778
41.202	73.574
41.306	72.077
41.410	75.953
41.513	54.113
41.617	71.797
41.721	65.495
41.825	67.308
41.928	64.471
42.032	59.844
42.136	53.751
42.240	38.761
42.344	31.469
42.447	34.073
42.551	30.193
42.655	34.146
42.759	31.256
42.862	29.727
42.966	31.785
43.070	33.016
43.174	39.108
43.278	51.189
43.381	60.364
43.485	61.627
43.589	60.671
43.693	68.096
43.797	58.169
43.900	55.491
44.004	49.821
44.108	39.588
44.212	30.704
44.315	24.094
44.419	21.273
44.523	23.740
44.627	28.659
44.731	19.535
44.834	22.949
44.938	26.208
45.042	25.913
45.146	38.327
45.249	41.403
45.353	57.783
45.457	72.945
45.561	103.246
45.665	114.537
45.768	138.599
45.872	137.432
45.976	168.502
46.080	148.317
