Distance_(microns)	Gray_Value
0.000	12.000
0.104	13.958
0.208	15.445
0.311	17.595
0.415	10.106
0.519	10.802
0.623	18.567
0.726	19.621
0.830	25.554
0.934	30.016
1.038	30.694
1.142	39.464
1.245	38.510
1.349	58.646
1.453	50.922
1.557	61.575
1.661	55.012
1.764	56.571
1.868	74.902
1.972	65.329
2.076	59.650
2.179	52.932
2.283	38.742
2.387	42.741
2.491	38.526
2.595	21.508
2.698	18.642
2.802	19.461
2.906	17.773
3.010	12.174
3.113	12.341
3.217	18.182
3.321	16.080
3.425	22.664
3.529	27.455
3.632	26.597
3.736	18.672
3.840	27.843
3.944	28.807
4.048	53.470
4.151	50.751
4.255	56.093
4.359	72.038
4.463	77.689
4.566	77.210
4.670	65.021
4.774	59.196
4.878	58.660
4.982	56.881
5.085	43.113
5.189	38.907
5.293	22.805
5.397	27.693
5.501	24.879
5.604	21.161
5.708	22.894
5.812	18.828
5.916	15.697
6.019	18.344
6.123	26.110
6.227	29.925
6.331	36.011
6.435	44.026
6.538	53.729
6.642	60.160
6.746	63.785
6.850	66.726
6.953	61.698
7.057	53.148
7.161	60.272
7.265	61.531
7.369	51.355
7.472	37.046
7.576	35.559
7.680	36.792
7.784	35.598
7.888	27.524
7.991	42.265
8.095	36.516
8.199	33.810
8.303	31.800
8.406	47.332
8.510	38.988
8.614	28.510
8.718	41.583
8.822	33.846
8.925	29.609
9.029	19.250
9.133	19.642
9.237	22.723
9.340	14.904
9.444	21.463
9.548	24.987
9.652	33.746
9.756	31.200
9.859	39.730
9.963	47.081
10.067	46.679
10.171	67.238
10.275	59.575
10.378	60.812
10.482	58.052
10.586	56.896
10.690	51.755
10.793	47.435
10.897	40.425
11.001	38.852
11.105	38.321
11.209	37.572
11.312	45.678
11.416	27.783
11.520	27.541
11.624	38.188
11.728	26.404
11.831	31.918
11.935	32.643
12.039	42.265
12.143	46.589
12.246	40.070
12.350	39.555
12.454	38.300
12.558	43.154
12.662	43.215
12.765	42.410
12.869	36.893
12.973	44.203
13.077	39.567
13.180	43.482
13.284	32.776
13.388	30.244
13.492	41.872
13.596	30.653
13.699	41.045
13.803	41.466
13.907	40.797
14.011	52.730
14.115	44.346
14.218	48.905
14.322	45.323
14.426	46.808
14.530	46.399
14.633	55.410
14.737	44.579
14.841	46.262
14.945	42.394
15.049	53.815
15.152	70.275
15.256	69.226
15.360	47.828
15.464	54.745
15.567	43.815
15.671	26.710
15.775	36.292
15.879	35.192
15.983	29.893
16.086	32.168
16.190	33.319
16.294	27.496
16.398	33.603
16.502	25.928
16.605	21.999
16.709	24.216
16.813	31.438
16.917	31.160
17.020	31.178
17.124	34.797
17.228	36.217
17.332	44.723
17.436	35.368
17.539	37.064
17.643	30.856
17.747	52.504
17.851	71.131
17.954	67.223
18.058	76.380
18.162	88.597
18.266	84.944
18.370	66.034
18.473	74.647
18.577	65.034
18.681	50.454
18.785	42.403
18.889	29.167
18.992	39.720
19.096	30.091
19.200	29.041
19.304	27.112
19.407	28.041
19.511	32.197
19.615	33.042
19.719	41.980
19.823	45.539
19.926	53.597
20.030	66.259
20.134	75.713
20.238	88.146
20.342	82.981
20.445	108.503
20.549	95.416
20.653	92.914
20.757	74.753
20.860	62.696
20.964	47.714
21.068	29.418
21.172	34.780
21.276	26.790
21.379	18.985
21.483	12.545
21.587	14.627
21.691	14.753
21.794	17.794
21.898	15.608
22.002	24.264
22.106	18.310
22.210	21.433
22.313	30.651
22.417	51.763
22.521	66.763
22.625	92.040
22.729	115.852
22.832	125.347
22.936	130.727
23.040	112.514
23.144	108.809
23.247	84.959
23.351	49.780
23.455	57.219
23.559	41.590
23.663	38.332
23.766	32.718
23.870	22.942
23.974	26.063
24.078	19.692
24.181	14.372
24.285	16.241
24.389	18.977
24.493	22.765
24.597	19.814
24.700	25.401
24.804	24.283
24.908	25.097
25.012	35.868
25.116	52.901
25.219	63.820
25.323	90.661
25.427	112.832
25.531	112.731
25.634	86.178
25.738	94.049
25.842	108.701
25.946	104.272
26.050	98.832
26.153	66.325
26.257	62.765
26.361	47.850
26.465	34.546
26.569	24.864
26.672	27.883
26.776	21.247
26.880	14.463
26.984	17.061
27.087	22.860
27.191	32.413
27.295	31.849
27.399	33.616
27.503	34.815
27.606	42.552
27.710	49.236
27.814	54.158
27.918	69.240
28.021	81.531
28.125	101.620
28.229	127.798
28.333	122.138
28.437	117.828
28.540	122.434
28.644	110.502
28.748	96.124
28.852	71.925
28.956	54.126
29.059	42.233
29.163	23.842
29.267	19.534
29.371	14.557
29.474	25.675
29.578	27.612
29.682	30.729
29.786	43.509
29.890	43.572
29.993	48.101
30.097	62.218
30.201	83.823
30.305	89.219
30.408	105.281
30.512	123.459
30.616	147.586
30.720	136.658
30.824	134.908
30.927	126.719
31.031	99.329
31.135	82.283
31.239	40.978
31.343	38.377
31.446	40.715
31.550	32.630
31.654	29.548
31.758	34.867
31.861	39.131
31.965	49.789
32.069	43.892
32.173	53.550
32.277	71.750
32.380	78.953
32.484	105.765
32.588	115.919
32.692	137.102
32.796	120.456
32.899	115.119
33.003	103.595
33.107	89.751
33.211	74.672
33.314	58.651
