Distance_(microns)	Gray_Value
0.000	18.000
0.104	19.797
0.208	17.826
0.311	23.507
0.415	24.104
0.519	12.919
0.623	14.039
0.726	14.638
0.830	18.405
0.934	15.197
1.038	12.491
1.142	9.266
1.245	8.152
1.349	9.296
1.453	10.791
1.557	10.207
1.661	11.757
1.764	14.755
1.868	16.923
1.972	10.568
2.076	14.683
2.179	10.927
2.283	10.344
2.387	14.706
2.491	10.800
2.595	13.461
2.698	16.011
2.802	15.728
2.906	10.760
3.010	9.455
3.113	15.703
3.217	16.574
3.321	12.946
3.425	8.805
3.529	9.611
3.632	7.572
3.736	11.138
3.840	8.139
3.944	7.292
4.048	9.205
4.151	9.963
4.255	5.523
4.359	9.008
4.463	6.826
4.566	13.938
4.670	17.610
4.774	19.519
4.878	19.827
4.982	19.879
5.085	17.386
5.189	15.354
5.293	13.957
5.397	16.413
5.501	17.529
5.604	10.483
5.708	9.185
5.812	7.494
5.916	6.833
6.019	8.718
6.123	7.203
6.227	9.125
6.331	19.557
6.435	16.387
6.538	16.816
6.642	20.962
6.746	27.838
6.850	21.988
6.953	28.759
7.057	30.956
7.161	30.749
7.265	28.702
7.369	20.435
7.472	16.363
7.576	11.552
7.680	10.359
7.784	12.845
7.888	12.444
7.991	7.773
8.095	7.622
8.199	7.169
8.303	5.875
8.406	6.591
8.510	5.522
8.614	6.345
8.718	6.944
8.822	6.010
8.925	5.297
9.029	5.617
9.133	8.707
9.237	13.824
9.340	15.120
9.444	18.516
9.548	24.164
9.652	31.261
9.756	33.258
9.859	38.871
9.963	43.064
10.067	49.041
10.171	58.555
10.275	38.315
10.378	34.049
10.482	35.768
10.586	26.529
10.690	26.110
10.793	19.208
10.897	18.457
11.001	9.361
11.105	10.183
11.209	9.619
11.312	7.409
11.416	6.867
11.520	5.363
11.624	8.875
11.728	10.625
11.831	9.813
11.935	10.721
12.039	14.022
12.143	13.275
12.246	12.503
12.350	16.942
12.454	21.334
12.558	10.599
12.662	15.290
12.765	17.929
12.869	19.840
12.973	15.466
13.077	12.312
13.180	12.174
13.284	9.087
13.388	11.162
13.492	10.816
13.596	11.074
13.699	11.350
13.803	9.467
13.907	6.911
14.011	5.941
14.115	6.830
14.218	7.082
14.322	7.621
14.426	8.917
14.530	9.966
14.633	9.142
14.737	11.424
14.841	15.376
14.945	16.764
15.049	16.212
15.152	10.620
15.256	15.818
15.360	13.230
15.464	10.986
15.567	7.996
15.671	7.971
15.775	9.075
15.879	8.383
15.983	8.005
16.086	8.250
16.190	7.769
16.294	9.620
16.398	10.102
16.502	9.132
16.605	8.826
16.709	11.362
16.813	19.932
16.917	16.434
17.020	17.216
17.124	19.828
17.228	18.689
17.332	22.759
17.436	21.016
17.539	18.467
17.643	12.814
17.747	7.425
17.851	10.584
17.954	8.541
18.058	7.301
18.162	6.549
18.266	6.869
18.370	7.149
18.473	10.466
18.577	9.243
18.681	13.957
18.785	13.659
18.889	12.149
18.992	17.653
19.096	20.646
19.200	23.619
19.304	36.030
19.407	34.572
19.511	27.316
19.615	28.659
19.719	27.377
19.823	11.470
19.926	13.837
20.030	20.278
20.134	15.560
20.238	12.753
20.342	9.908
20.445	10.834
20.549	8.561
20.653	8.899
20.757	7.761
20.860	8.068
20.964	8.988
21.068	8.472
21.172	8.123
21.276	9.450
21.379	8.242
21.483	12.559
21.587	7.300
21.691	11.714
21.794	10.175
21.898	10.103
22.002	14.340
22.106	11.066
22.210	11.555
22.313	13.649
22.417	17.271
22.521	14.437
22.625	9.134
22.729	16.153
22.832	19.649
22.936	22.417
23.040	26.629
23.144	16.944
23.247	20.925
23.351	20.549
23.455	20.652
23.559	13.026
23.663	14.339
23.766	9.615
23.870	7.936
23.974	7.674
24.078	8.581
24.181	7.951
24.285	11.369
24.389	13.672
24.493	10.580
24.597	14.288
24.700	24.670
24.804	18.096
24.908	22.550
25.012	19.895
25.116	14.028
25.219	9.645
25.323	12.596
25.427	13.930
25.531	12.067
25.634	9.183
25.738	8.526
25.842	7.800
25.946	9.186
26.050	15.713
26.153	12.371
26.257	12.779
26.361	15.837
26.465	23.661
26.569	29.408
26.672	37.216
26.776	30.842
26.880	23.523
26.984	20.830
27.087	18.141
27.191	18.337
27.295	9.699
27.399	10.597
27.503	12.522
27.606	12.014
27.710	9.166
27.814	13.983
27.918	9.431
28.021	7.450
28.125	7.183
28.229	7.050
28.333	6.250
28.437	8.885
28.540	10.877
28.644	13.520
28.748	15.601
28.852	22.588
28.956	22.379
29.059	24.540
29.163	21.038
29.267	18.533
29.371	21.159
29.474	24.495
29.578	19.728
29.682	16.176
29.786	13.004
29.890	13.225
29.993	13.191
30.097	16.242
30.201	13.768
30.305	14.563
30.408	9.792
30.512	13.311
30.616	13.331
30.720	9.042
30.824	9.534
30.927	10.954
31.031	10.466
31.135	11.239
31.239	11.647
31.343	19.596
31.446	22.336
31.550	23.512
31.654	17.586
31.758	25.441
31.861	28.901
31.965	36.298
32.069	42.851
32.173	44.483
32.277	34.021
32.380	24.541
32.484	22.176
32.588	18.263
32.692	16.291
32.796	16.579
32.899	11.550
33.003	8.480
33.107	6.734
33.211	5.777
33.314	6.049
33.418	7.374
33.522	7.794
33.626	7.329
33.730	10.246
33.833	12.121
33.937	15.227
34.041	16.948
34.145	17.127
34.248	22.403
34.352	27.088
34.456	28.501
34.560	33.902
34.664	38.154
34.767	43.248
34.871	22.501
34.975	19.487
35.079	19.772
35.183	12.064
35.286	9.502
35.390	7.227
35.494	8.908
35.598	6.010
35.701	7.981
35.805	6.917
35.909	5.521
36.013	6.000
36.117	8.033
36.220	8.421
36.324	12.316
36.428	7.714
36.532	7.846
36.635	6.983
36.739	10.155
36.843	10.970
36.947	7.066
37.051	11.343
37.154	10.840
37.258	10.024
37.362	11.816
37.466	11.486
37.570	13.787
37.673	8.595
37.777	8.525
37.881	8.740
37.985	8.577
38.088	10.501
38.192	10.401
38.296	8.129
38.400	10.630
38.504	16.639
38.607	15.353
38.711	16.669
38.815	21.206
38.919	17.228
39.022	15.502
39.126	15.985
39.230	16.544
39.334	13.230
39.438	10.731
39.541	8.962
39.645	9.308
39.749	7.738
39.853	9.025
39.957	10.081
40.060	9.142
40.164	12.127
40.268	11.343
40.372	12.979
40.475	14.520
40.579	21.777
40.683	23.346
40.787	28.089
40.891	21.938
40.994	13.642
41.098	9.729
41.202	8.346
41.306	9.490
41.410	8.559
41.513	10.017
41.617	10.553
41.721	12.838
41.825	13.011
41.928	14.980
42.032	13.931
42.136	18.492
42.240	17.911
42.344	16.293
42.447	17.004
42.551	13.284
42.655	12.884
42.759	20.167
42.862	25.400
42.966	24.192
43.070	28.233
43.174	32.448
43.278	28.220
43.381	31.357
43.485	29.276
43.589	19.386
43.693	14.785
43.797	12.919
43.900	15.018
44.004	9.869
44.108	9.684
44.212	9.092
44.315	10.926
44.419	8.011
44.523	12.804
44.627	11.971
44.731	11.378
44.834	17.933
44.938	21.307
45.042	26.865
45.146	33.666
45.249	43.215
45.353	45.205
45.457	39.623
45.561	38.535
45.665	19.955
45.768	13.380
45.872	8.238
45.976	8.271
46.080	8.448
46.184	9.061
46.287	12.598
46.391	6.408
46.495	7.400
46.599	8.900
46.702	9.956
46.806	12.128
46.910	12.409
47.014	15.234
47.118	23.721
47.221	23.923
47.325	35.774
47.429	43.939
47.533	25.573
47.637	26.772
47.740	24.215
47.844	28.351
47.948	35.929
48.052	37.929
48.155	50.923
48.259	54.490
48.363	66.023
48.467	64.302
48.571	64.999
48.674	56.378
48.778	52.906
48.882	47.047
48.986	36.255
49.089	32.306
49.193	32.516
49.297	17.145
49.401	14.661
49.505	14.008
49.608	11.935
49.712	15.472
49.816	12.264
49.920	12.164
50.024	22.851
50.127	25.270
50.231	30.737
50.335	39.000
50.439	48.488
50.542	56.817
50.646	60.219
50.750	64.415
50.854	72.468
50.958	81.948
51.061	89.629
51.165	79.335
51.269	101.395
51.373	109.347
51.476	104.356
51.580	137.530
51.684	118.000
51.788	105.166
51.892	105.282
51.995	97.967
52.099	81.788
52.203	64.669
52.307	45.738
52.411	35.765
52.514	28.386
52.618	23.319
52.722	21.527
52.826	15.195
52.929	16.775
53.033	15.723
53.137	17.714
53.241	15.262
53.345	19.872
53.448	19.143
53.552	19.211
53.656	23.880
53.760	28.980
53.863	48.557
53.967	49.280
54.071	78.552
54.175	102.255
54.279	109.393
54.382	117.896
54.486	111.743
54.590	104.888
54.694	119.313
54.798	119.285
54.901	112.807
55.005	116.014
55.109	103.238
55.213	86.838
55.316	64.799
55.420	61.798
55.524	41.152
55.628	40.018
55.732	29.754
55.835	27.828
55.939	21.625
56.043	18.921
56.147	12.829
56.251	14.946
56.354	15.618
56.458	10.751
56.562	12.876
56.666	12.619
56.769	12.175
56.873	15.282
56.977	24.298
57.081	31.869
57.185	42.076
57.288	43.509
57.392	46.595
57.496	75.898
57.600	95.212
57.703	100.948
57.807	95.975
57.911	107.962
58.015	117.197
58.119	118.071
58.222	108.193
58.326	106.088
58.430	93.325
58.534	77.371
58.638	67.062
58.741	43.444
58.845	32.782
58.949	24.428
59.053	14.701
59.156	11.813
59.260	15.296
59.364	14.563
59.468	10.950
59.572	11.526
59.675	10.526
59.779	10.904
59.883	13.929
59.987	15.639
60.090	16.424
60.194	18.183
60.298	24.620
60.402	31.873
60.506	41.977
60.609	50.563
60.713	60.072
60.817	77.228
60.921	97.988
61.025	120.816
61.128	114.196
61.232	111.356
61.336	117.858
61.440	97.581
61.543	86.097
61.647	76.362
61.751	78.474
61.855	79.356
61.959	39.271
62.062	33.091
62.166	27.526
62.270	24.431
62.374	24.045
62.478	22.804
62.581	12.713
62.685	9.246
62.789	11.322
62.893	9.330
62.996	9.519
63.100	7.737
63.204	11.311
63.308	11.864
63.412	20.915
63.515	29.394
63.619	50.229
63.723	72.122
63.827	95.615
63.930	110.909
64.034	123.316
64.138	125.803
64.242	104.162
64.346	117.815
64.449	90.644
64.553	69.712
64.657	60.994
64.761	35.949
64.865	27.061
64.968	21.975
65.072	13.757
65.176	12.991
65.280	14.651
65.383	11.998
65.487	9.337
65.591	10.177
65.695	15.378
65.799	12.789
65.902	25.456
66.006	37.138
66.110	49.551
66.214	53.183
66.317	90.526
66.421	108.659
66.525	111.223
66.629	115.455
66.733	109.487
66.836	92.016
66.940	77.761
67.044	66.294
67.148	38.528
67.252	24.759
67.355	21.360
67.459	17.794
67.563	10.878
67.667	11.744
67.770	13.375
67.874	16.677
67.978	23.649
68.082	24.835
68.186	37.420
68.289	53.255
68.393	68.611
68.497	68.069
68.601	85.242
68.704	103.031
68.808	113.672
68.912	109.185
69.016	111.753
69.120	90.813
69.223	84.409
69.327	55.880
69.431	47.114
69.535	28.871
69.639	23.172
69.742	18.809
69.846	14.162
69.950	16.383
70.054	10.649
70.157	7.257
70.261	7.234
70.365	9.104
70.469	9.889
70.573	11.300
70.676	13.337
70.780	22.644
70.884	26.779
70.988	39.432
71.092	45.506
71.195	66.806
71.299	60.412
71.403	80.886
71.507	101.359
71.610	113.672
71.714	109.766
71.818	113.135
71.922	95.672
72.026	87.893
72.129	76.563
72.233	67.013
72.337	47.615
72.441	48.894
72.544	41.087
72.648	32.702
72.752	36.159
72.856	21.672
72.960	35.368
73.063	36.300
73.167	33.784
73.271	27.527
73.375	30.686
73.479	43.533
73.582	54.809
73.686	64.782
73.790	65.008
73.894	54.500
73.997	54.677
74.101	53.850
74.205	62.763
74.309	43.363
74.413	50.001
74.516	42.419
74.620	46.488
74.724	29.936
74.828	21.009
74.931	27.797
75.035	24.853
75.139	17.298
75.243	26.646
75.347	29.806
75.450	37.327
75.554	41.461
75.658	43.502
75.762	51.497
75.866	46.164
75.969	42.288
76.073	33.172
76.177	40.871
76.281	48.222
76.384	53.118
76.488	48.218
76.592	52.707
76.696	57.423
76.800	75.475
76.903	78.450
77.007	70.942
77.111	74.419
77.215	93.296
77.319	91.373
77.422	78.570
77.526	89.184
77.630	93.309
77.734	93.673
77.837	86.759
77.941	80.467
78.045	87.994
78.149	63.957
78.253	37.984
78.356	29.843
78.460	28.469
78.564	21.264
78.668	12.715
78.771	9.689
78.875	9.530
78.979	11.754
79.083	8.046
79.187	9.830
79.290	14.361
79.394	14.106
79.498	18.109
79.602	25.117
79.706	31.609
79.809	40.395
79.913	58.242
80.017	81.259
80.121	104.657
80.224	141.596
80.328	171.986
80.432	183.413
80.536	190.215
80.640	196.134
80.743	210.654
80.847	218.068
80.951	220.985
81.055	219.257
81.158	209.273
81.262	178.496
81.366	182.131
81.470	155.932
81.574	104.801
81.677	88.170
81.781	53.864
81.885	49.475
81.989	37.118
82.093	28.944
82.196	18.530
82.300	16.139
82.404	10.859
82.508	8.781
82.611	9.590
82.715	14.411
82.819	9.118
82.923	9.706
83.027	10.274
83.130	18.033
83.234	9.040
83.338	10.581
83.442	15.062
83.546	19.627
83.649	23.688
83.753	33.128
83.857	41.158
83.961	49.075
84.064	51.629
84.168	71.590
84.272	106.587
84.376	122.515
84.480	146.352
84.583	164.403
84.687	169.462
84.791	168.054
84.895	154.652
84.998	159.198
85.102	176.071
85.206	154.025
85.310	133.158
85.414	108.016
85.517	92.527
85.621	70.817
85.725	47.331
85.829	34.137
85.933	28.129
86.036	22.770
86.140	13.604
86.244	15.380
86.348	18.036
86.451	7.381
86.555	12.215
86.659	9.689
86.763	12.895
86.867	13.743
86.970	11.417
87.074	14.446
87.178	17.898
87.282	23.357
87.385	26.059
87.489	42.043
87.593	57.811
87.697	84.177
87.801	98.954
87.904	119.391
88.008	125.761
88.112	126.804
88.216	148.082
88.320	149.223
88.423	137.649
88.527	118.424
88.631	91.266
88.735	85.221
88.838	62.626
88.942	53.939
89.046	37.553
89.150	29.221
89.254	29.932
89.357	22.190
89.461	21.172
89.565	22.531
89.669	17.271
89.772	10.078
89.876	11.602
89.980	16.342
90.084	17.571
90.188	14.316
90.291	19.174
90.395	25.281
90.499	35.861
90.603	43.902
90.707	49.634
90.810	74.591
90.914	75.804
91.018	86.909
91.122	98.466
91.225	94.198
91.329	80.189
91.433	83.141
91.537	63.660
91.641	50.461
91.744	29.479
91.848	26.346
91.952	25.277
92.056	25.696
92.160	27.133
92.263	26.547
92.367	22.417
92.471	26.202
92.575	28.018
92.678	18.247
92.782	30.835
92.886	30.332
92.990	41.039
93.094	52.664
93.197	67.315
93.301	62.462
93.405	68.297
93.509	76.421
93.612	59.485
93.716	46.698
93.820	35.829
93.924	28.820
94.028	21.028
94.131	14.758
94.235	10.629
94.339	10.281
94.443	9.731
94.547	11.040
94.650	12.941
94.754	12.243
94.858	15.513
94.962	18.863
95.065	27.921
95.169	28.386
95.273	41.979
95.377	56.354
95.481	61.289
95.584	66.857
95.688	74.095
95.792	66.562
95.896	57.439
95.999	43.795
96.103	40.907
96.207	26.790
96.311	22.261
96.415	23.502
96.518	15.099
96.622	21.171
96.726	20.351
96.830	14.611
96.934	12.269
97.037	18.801
97.141	27.730
97.245	31.551
97.349	37.984
97.452	38.353
97.556	30.447
97.660	35.737
97.764	35.265
97.868	36.710
97.971	29.777
98.075	26.646
98.179	20.439
98.283	20.407
98.387	26.401
98.490	28.893
98.594	32.047
98.698	42.089
98.802	52.373
98.905	56.085
99.009	69.690
99.113	59.569
99.217	63.731
99.321	63.374
99.424	54.991
99.528	44.292
99.632	38.256
99.736	30.254
99.839	24.831
99.943	23.914
100.047	16.826
100.151	12.864
100.255	11.545
100.358	17.026
100.462	15.928
100.566	11.895
100.670	11.810
100.774	13.887
100.877	19.483
100.981	23.447
101.085	24.255
101.189	13.992
101.292	22.054
101.396	32.244
101.500	28.313
101.604	47.331
101.708	59.785
101.811	56.128
101.915	54.642
