Distance_(microns)	Gray_Value
0.000	95.000
0.104	130.406
0.208	145.696
0.311	157.304
0.415	158.150
0.519	165.670
0.623	160.751
0.726	121.977
0.830	104.273
0.934	73.784
1.038	59.075
1.142	37.759
1.245	34.307
1.349	30.324
1.453	26.560
1.557	27.863
1.661	18.743
1.764	21.462
1.868	24.209
1.972	26.825
2.076	25.517
2.179	30.171
2.283	35.681
2.387	38.468
2.491	43.100
2.595	69.897
2.698	70.215
2.802	103.993
2.906	131.153
3.010	129.407
3.113	154.562
3.217	155.117
3.321	174.544
3.425	162.549
3.529	137.384
3.632	128.656
3.736	101.037
3.840	82.758
3.944	60.028
4.048	52.644
4.151	36.348
4.255	28.294
4.359	35.635
4.463	25.347
4.566	29.315
4.670	25.484
4.774	22.149
4.878	22.622
4.982	26.087
5.085	21.952
5.189	26.929
5.293	23.839
5.397	24.015
5.501	22.019
5.604	18.022
5.708	20.757
5.812	17.323
5.916	38.796
6.019	45.413
6.123	45.481
6.227	65.681
6.331	86.787
6.435	98.438
6.538	120.587
6.642	118.985
6.746	148.964
6.850	163.244
6.953	154.817
7.057	176.152
7.161	188.357
7.265	163.496
7.369	174.682
7.472	163.407
7.576	147.645
7.680	122.614
7.784	116.702
7.888	107.481
7.991	91.074
8.095	77.755
8.199	46.906
8.303	41.527
8.406	28.499
8.510	35.158
8.614	26.950
8.718	15.378
8.822	12.973
8.925	14.632
9.029	10.763
9.133	11.389
9.237	12.329
9.340	10.240
9.444	8.253
9.548	11.170
9.652	18.214
9.756	22.635
9.859	29.500
9.963	44.946
10.067	53.357
10.171	55.848
10.275	74.675
10.378	106.506
10.482	110.859
10.586	127.003
10.690	136.669
10.793	147.882
10.897	173.565
11.001	186.181
11.105	174.136
11.209	175.592
11.312	157.066
11.416	147.210
11.520	135.861
11.624	109.231
11.728	86.997
11.831	59.191
11.935	47.921
12.039	34.441
12.143	31.259
12.246	26.143
12.350	25.994
12.454	20.647
12.558	23.444
12.662	23.548
12.765	19.199
12.869	25.419
12.973	29.500
13.077	40.991
13.180	24.387
13.284	24.859
13.388	27.153
13.492	20.360
13.596	19.202
13.699	14.706
13.803	11.053
13.907	16.625
14.011	16.227
14.115	19.828
14.218	24.778
14.322	24.472
14.426	25.939
14.530	34.064
14.633	32.334
14.737	43.349
14.841	56.352
14.945	85.164
15.049	111.297
15.152	138.764
15.256	137.670
15.360	184.284
15.464	192.512
15.567	218.646
15.671	208.705
15.775	204.242
15.879	202.368
15.983	180.335
16.086	170.489
16.190	154.641
16.294	142.210
16.398	124.548
16.502	88.993
16.605	74.120
16.709	45.510
16.813	30.934
16.917	19.247
17.020	19.669
17.124	15.561
17.228	13.353
17.332	10.381
17.436	15.233
17.539	13.480
17.643	15.439
17.747	17.121
17.851	13.354
17.954	16.094
18.058	23.872
18.162	34.221
18.266	44.631
18.370	50.728
18.473	69.280
18.577	72.860
18.681	80.125
18.785	111.054
18.889	119.287
18.992	134.936
19.096	138.833
19.200	137.418
19.304	136.989
19.407	134.451
19.511	110.431
19.615	97.085
19.719	81.178
19.823	79.578
19.926	57.825
20.030	47.474
20.134	28.358
20.238	29.110
20.342	20.873
20.445	17.108
20.549	15.771
20.653	15.779
20.757	15.512
20.860	17.222
20.964	17.502
21.068	19.261
21.172	19.271
21.276	28.469
21.379	29.661
21.483	34.229
21.587	46.875
21.691	52.356
21.794	67.882
21.898	84.522
22.002	104.252
22.106	107.362
22.210	107.964
22.313	120.266
22.417	117.398
22.521	118.887
22.625	102.826
22.729	91.896
22.832	72.194
22.936	53.755
23.040	38.743
23.144	45.008
23.247	37.048
23.351	22.245
23.455	13.354
23.559	16.841
23.663	15.231
23.766	17.426
23.870	20.689
23.974	23.070
24.078	19.017
24.181	31.510
24.285	33.822
24.389	42.891
24.493	31.182
24.597	37.623
24.700	39.959
24.804	40.278
24.908	45.234
25.012	40.008
25.116	30.819
25.219	42.205
25.323	37.755
25.427	28.353
25.531	21.529
25.634	35.266
25.738	42.045
25.842	49.537
25.946	69.867
26.050	86.724
26.153	113.578
26.257	97.837
26.361	114.736
26.465	110.371
26.569	106.006
26.672	110.402
26.776	98.544
26.880	79.402
26.984	58.972
27.087	47.406
27.191	37.826
27.295	20.270
27.399	18.578
27.503	14.975
27.606	11.209
27.710	14.185
27.814	10.941
27.918	10.780
28.021	12.291
28.125	11.999
28.229	15.008
28.333	19.023
28.437	33.606
28.540	43.295
28.644	50.962
28.748	65.987
28.852	111.358
28.956	133.074
29.059	178.614
29.163	206.847
29.267	219.806
29.371	232.528
29.474	241.720
29.578	246.336
29.682	240.118
29.786	249.290
29.890	209.890
29.993	166.622
30.097	136.352
30.201	111.687
30.305	93.655
30.408	75.920
30.512	43.943
30.616	31.101
30.720	33.728
30.824	24.807
30.927	24.652
31.031	28.678
31.135	32.516
31.239	45.863
31.343	43.531
31.446	37.272
31.550	42.098
31.654	37.812
31.758	33.701
31.861	32.922
31.965	26.032
32.069	25.050
32.173	19.585
32.277	21.639
32.380	22.074
32.484	27.147
32.588	26.284
32.692	52.417
32.796	58.776
32.899	56.629
33.003	67.362
33.107	76.714
33.211	82.369
33.314	89.377
33.418	109.557
33.522	141.857
33.626	164.118
33.730	171.904
33.833	202.388
33.937	211.682
34.041	211.714
34.145	205.020
34.248	184.655
34.352	177.997
34.456	151.165
34.560	131.573
34.664	117.629
34.767	92.980
34.871	63.493
34.975	46.709
35.079	46.280
35.183	35.034
35.286	21.579
35.390	16.430
35.494	31.348
35.598	25.111
35.701	20.441
35.805	25.462
35.909	24.828
36.013	28.206
36.117	34.664
36.220	31.405
36.324	34.563
36.428	49.996
36.532	39.663
36.635	38.308
36.739	34.781
36.843	35.857
36.947	42.073
37.051	35.187
37.154	35.119
37.258	38.177
37.362	38.231
37.466	35.135
37.570	38.496
37.673	55.649
37.777	74.615
37.881	106.462
37.985	123.204
38.088	157.704
38.192	192.463
38.296	210.095
38.400	210.381
38.504	219.012
38.607	209.684
38.711	212.227
38.815	171.541
38.919	165.450
39.022	115.647
39.126	84.961
39.230	78.065
39.334	49.593
39.438	42.992
39.541	31.932
39.645	20.295
39.749	9.483
39.853	12.495
39.957	7.630
40.060	9.729
40.164	11.224
40.268	14.689
40.372	17.500
40.475	13.790
40.579	19.597
40.683	32.362
40.787	28.997
40.891	38.652
40.994	61.301
41.098	74.766
41.202	90.867
41.306	129.362
41.410	125.404
41.513	133.556
41.617	181.984
41.721	197.054
41.825	205.162
41.928	186.905
42.032	178.987
42.136	145.359
42.240	111.264
42.344	93.026
42.447	59.046
42.551	56.397
42.655	45.350
42.759	29.832
42.862	26.805
42.966	20.755
43.070	22.356
43.174	22.457
43.278	22.856
43.381	26.726
43.485	31.712
43.589	31.801
43.693	43.956
43.797	50.286
43.900	57.836
44.004	60.548
44.108	79.807
44.212	69.957
44.315	69.222
44.419	68.735
44.523	58.355
44.627	57.587
44.731	71.727
44.834	77.345
44.938	79.703
45.042	76.866
45.146	81.315
45.249	81.885
45.353	79.775
45.457	60.238
