0.000	13.000
0.115	14.913
0.231	15.823
0.346	14.773
0.461	16.601
0.577	21.414
0.692	27.405
0.807	36.374
0.923	33.222
1.038	40.134
1.153	40.103
1.269	48.260
1.384	34.074
1.499	33.361
1.615	28.435
1.730	19.640
1.845	20.005
1.961	17.619
2.076	15.794
2.191	15.404
2.307	15.710
2.422	15.127
2.537	16.055
2.653	15.803
2.768	13.396
2.883	15.433
2.999	16.362
3.114	18.082
3.229	16.122
3.345	21.328
3.460	22.728
3.575	21.194
3.691	39.271
3.806	42.193
3.921	52.884
4.037	52.449
4.152	56.950
4.267	52.864
4.383	47.648
4.498	45.130
4.613	31.353
4.729	26.987
4.844	19.082
4.959	15.142
5.075	14.002
5.190	15.167
5.305	15.529
5.421	13.116
5.536	12.785
5.651	12.246
5.767	13.499
5.882	14.940
5.997	17.960
6.113	13.522
6.228	14.670
6.343	17.129
6.459	21.805
6.574	17.564
6.689	19.807
6.805	22.851
6.920	30.734
7.035	38.435
7.151	39.709
7.266	51.815
7.381	55.816
7.497	65.860
7.612	59.732
7.728	58.203
7.843	52.556
7.958	38.890
8.074	32.888
8.189	25.238
8.304	21.108
8.420	16.666
8.535	19.806
8.650	16.966
8.766	16.007
8.881	13.497
8.996	14.830
9.112	14.805
9.227	13.452
9.342	19.566
9.458	17.275
9.573	18.139
9.688	17.188
9.804	18.910
9.919	20.375
10.034	25.857
10.150	37.969
10.265	39.250
10.380	40.952
10.496	46.476
10.611	58.282
10.726	74.109
10.842	56.744
10.957	56.331
11.072	54.730
11.188	36.873
11.303	29.598
11.418	27.592
11.534	25.290
11.649	20.790
11.764	16.902
11.880	14.870
11.995	14.859
12.110	14.039
12.226	14.557
12.341	15.996
12.456	13.874
12.572	14.456
12.687	16.825
12.802	16.661
12.918	18.772
13.033	19.145
13.148	25.460
13.264	29.368
13.379	36.219
13.494	57.233
13.610	68.617
13.725	77.240
13.840	69.424
13.956	72.342
14.071	54.992
14.186	51.730
14.302	44.257
14.417	32.053
14.532	23.924
14.648	20.729
14.763	20.885
14.878	15.710
14.994	14.641
15.109	15.691
15.224	14.276
15.340	15.239
15.455	16.521
15.570	17.750
15.686	27.348
15.801	27.555
15.916	45.462
16.032	53.976
16.147	62.616
16.262	49.624
16.378	43.568
16.493	36.440
16.608	30.998
16.724	27.171
16.839	23.927
16.954	20.273
17.070	22.654
17.185	19.743
17.300	19.089
17.416	12.511
17.531	16.198
17.646	18.031
17.762	18.341
17.877	17.484
17.992	20.630
18.108	18.727
18.223	23.156
18.338	28.495
18.454	33.304
18.569	43.899
18.684	46.046
18.800	49.128
18.915	56.391
19.030	45.936
19.146	45.936
19.261	41.669
19.376	40.067
19.492	37.480
19.607	40.234
19.722	39.051
19.838	35.973
19.953	37.642
20.068	26.300
20.184	25.095
20.299	24.036
20.414	21.738
20.530	23.066
20.645	15.647
20.760	19.331
20.876	19.302
20.991	16.479
21.106	15.775
21.222	16.090
21.337	18.091
21.452	16.698
21.568	16.680
21.683	17.814
21.798	16.277
21.914	19.670
22.029	18.746
22.144	20.119
22.260	21.615
22.375	25.450
22.490	30.237
22.606	32.001
22.721	33.648
22.836	45.367
22.952	64.445
23.067	55.523
23.183	55.953
23.298	60.044
23.413	50.359
23.529	35.160
23.644	32.154
23.759	28.070
23.875	24.280
23.990	20.829
24.105	17.677
24.221	22.694
24.336	26.504
24.451	23.905
24.567	21.981
24.682	27.365
24.797	25.361
24.913	31.080
25.028	42.023
25.143	54.960
25.259	66.165
25.374	76.098
25.489	64.155
25.605	60.165
25.720	60.624
25.835	56.337
25.951	50.535
26.066	42.754
26.181	37.010
26.297	28.292
26.412	20.725
26.527	19.545
26.643	16.179
26.758	19.684
26.873	17.748
26.989	15.471
27.104	13.181
27.219	13.702
27.335	14.970
27.450	18.990
27.565	16.868
27.681	16.056
27.796	19.050
27.911	26.106
28.027	33.470
28.142	41.659
28.257	59.094
28.373	72.603
28.488	89.351
28.603	99.835
28.719	89.350
28.834	85.342
28.949	81.139
29.065	68.681
29.180	54.903
29.295	32.713
29.411	28.840
29.526	26.597
29.641	19.771
29.757	15.335
29.872	15.327
29.987	15.600
30.103	14.327
30.218	13.201
30.333	14.404
30.449	14.105
30.564	15.996
30.679	13.520
30.795	15.062
30.910	18.114
31.025	18.136
31.141	20.736
31.256	21.664
31.371	19.025
31.487	24.580
31.602	31.414
31.717	40.923
31.833	48.270
31.948	50.849
32.063	64.397
32.179	73.619
32.294	87.930
32.409	89.156
32.525	86.820
32.640	82.708
32.755	84.768
32.871	85.084
32.986	82.007
33.101	56.850
33.217	35.259
33.332	36.750
33.447	29.471
33.563	27.785
33.678	28.493
33.793	24.700
33.909	19.951
34.024	15.305
34.139	15.536
34.255	15.889
34.370	15.800
34.485	15.593
34.601	14.911
34.716	15.360
34.831	21.348
34.947	20.746
35.062	19.526
35.177	22.927
35.293	23.427
35.408	27.848
35.523	33.206
35.639	41.720
35.754	50.822
35.869	51.650
35.985	54.784
36.100	56.067
36.215	49.439
36.331	42.348
36.446	42.121
36.561	41.838
36.677	45.620
36.792	44.544
36.907	42.170
37.023	46.727
37.138	50.237
37.253	62.629
37.369	68.368
37.484	62.169
37.599	74.401
37.715	65.433
37.830	62.997
37.945	78.977
38.061	53.509
38.176	37.821
38.291	35.991
38.407	31.478
38.522	26.678
38.638	28.923
38.753	22.819
38.868	16.291
38.984	16.418
39.099	13.727
39.214	12.514
39.330	15.000
39.445	14.478
39.560	14.437
39.676	16.334
39.791	19.205
39.906	21.129
40.022	24.086
40.137	31.884
40.252	32.787
40.368	47.767
40.483	62.197
40.598	63.181
40.714	77.186
40.829	86.396
40.944	90.641
41.060	83.603
41.175	79.191
41.290	71.618
41.406	64.780
41.521	56.806
41.636	41.046
41.752	30.759
41.867	23.713
41.982	21.712
42.098	18.179
42.213	17.179
42.328	17.593
42.444	20.343
42.559	21.176
42.674	23.517
42.790	31.605
42.905	43.971
43.020	46.362
43.136	54.086
43.251	57.556
43.366	53.862
43.482	57.159
