Distance_(microns)	Gray_Value
0.000	5.000
0.208	5.000
0.415	10.481
0.623	24.803
0.830	41.017
1.038	39.046
1.245	55.337
1.453	46.092
1.661	50.846
1.868	44.258
2.076	25.358
2.283	19.511
2.491	13.733
2.698	5.850
2.906	12.942
3.113	9.462
3.321	8.004
3.529	7.705
3.736	9.411
3.944	9.394
4.151	18.642
4.359	30.588
4.566	39.402
4.774	41.595
4.982	50.083
5.189	44.065
5.397	27.390
5.604	21.599
5.812	11.796
6.019	5.000
6.227	7.148
6.435	6.990
6.642	11.659
6.850	13.896
7.057	32.737
7.265	62.481
7.472	53.659
7.680	66.913
7.888	54.258
8.095	36.873
8.303	13.973
8.510	8.025
8.718	7.219
8.925	18.061
9.133	11.489
9.340	11.112
9.548	8.928
9.756	5.688
9.963	10.263
10.171	27.891
10.378	34.297
10.586	41.754
10.793	26.065
11.001	19.065
11.209	18.903
11.416	17.941
11.624	20.570
11.831	14.552
12.039	7.991
12.246	12.573
12.454	38.405
12.662	38.626
12.869	46.206
13.077	69.761
13.284	113.630
13.492	62.845
13.699	19.988
13.907	25.879
14.115	15.623
14.322	10.937
14.530	5.202
14.737	5.414
14.945	14.250
15.152	11.962
15.360	12.194
15.567	10.556
15.775	13.548
15.983	23.018
16.190	64.987
16.398	74.507
16.605	65.812
16.813	79.425
17.020	61.927
17.228	31.273
17.436	29.247
17.643	12.192
17.851	17.110
18.058	18.040
18.266	32.569
18.473	25.493
18.681	43.910
18.889	50.273
19.096	47.414
19.304	57.914
19.511	62.179
19.719	30.904
19.926	21.900
20.134	17.843
20.342	14.521
20.549	14.506
20.757	12.113
20.964	14.602
21.172	25.392
21.379	58.971
21.587	63.862
21.794	51.337
22.002	31.181
22.210	47.387
22.417	32.651
22.625	27.013
22.832	12.592
23.040	7.520
23.247	13.608
23.455	10.008
23.663	17.981
23.870	19.259
24.078	11.464
24.285	12.856
24.493	21.513
24.700	37.591
24.908	49.530
25.116	46.036
25.323	37.673
25.531	27.958
25.738	17.335
25.946	18.029
26.153	12.990
26.361	8.832
26.569	7.439
26.776	8.294
26.984	13.838
27.191	11.174
27.399	9.414
27.606	18.508
27.814	7.946
28.021	10.588
28.229	13.036
28.437	11.805
28.644	16.194
28.852	10.301
29.059	8.565
29.267	10.214
29.474	13.239
29.682	8.295
29.890	10.580
30.097	17.297
30.305	18.184
30.512	22.123
30.720	34.952
30.927	20.243
31.135	13.128
31.343	10.094
31.550	12.630
31.758	6.950
31.965	9.519
32.173	6.259
32.380	14.304
32.588	18.980
32.796	16.868
33.003	24.775
33.211	31.015
33.418	38.977
33.626	21.385
33.833	32.737
34.041	33.732
34.248	24.789
34.456	22.330
34.664	14.114
34.871	16.626
35.079	13.921
35.286	19.232
35.494	12.392
35.701	11.157
35.909	10.307
36.117	19.679
36.324	24.984
36.532	22.216
36.739	29.012
36.947	44.341
37.154	33.009
37.362	49.111
37.570	29.711
37.777	20.668
