Distance_(microns)	Gray_Value
0.0000	162.000
0.1038	124.718
0.2076	124.557
0.3113	111.238
0.4151	81.019
0.5189	86.240
0.6227	66.267
0.7265	51.560
0.8303	35.600
0.9340	21.555
1.0378	14.586
1.1416	12.477
1.2454	11.652
1.3492	11.642
1.4530	11.561
1.5567	10.846
1.6605	11.614
1.7643	9.971
1.8681	11.603
1.9719	13.663
2.0757	16.853
2.1794	8.323
2.2832	11.851
2.3870	10.603
2.4908	13.830
2.5946	16.149
2.6984	14.954
2.8021	26.740
2.9059	26.524
3.0097	38.783
3.1135	41.994
3.2173	68.207
3.3211	76.215
3.4248	100.600
3.5286	115.215
3.6324	112.807
3.7362	113.098
3.8400	105.899
3.9438	93.600
4.0475	96.285
4.1513	69.048
4.2551	64.019
4.3589	60.995
4.4627	59.442
4.5665	45.270
4.6702	33.637
4.7740	34.875
4.8778	37.009
4.9816	46.851
5.0854	34.581
5.1892	48.222
5.2929	62.669
5.3967	62.693
5.5005	68.152
5.6043	76.490
5.7081	73.513
5.8119	65.549
5.9156	69.404
6.0194	64.012
6.1232	50.260
6.2270	37.714
6.3308	29.349
6.4346	28.753
6.5383	24.509
6.6421	25.176
6.7459	24.798
6.8497	16.108
6.9535	12.861
7.0573	12.082
7.1610	15.318
7.2648	18.305
7.3686	24.891
7.4724	17.796
7.5762	13.628
7.6800	13.021
7.7837	9.684
7.8875	12.059
7.9913	12.165
8.0951	16.368
8.1989	12.356
8.3027	12.237
8.4064	20.652
8.5102	32.774
8.6140	45.308
8.7178	61.099
8.8216	69.604
8.9254	75.754
9.0291	102.181
9.1329	105.341
9.2367	86.585
9.3405	94.934
9.4443	116.729
9.5481	122.004
9.6518	125.797
9.7556	106.393
9.8594	100.344
9.9632	80.659
10.0670	41.156
10.1708	37.533
10.2745	18.621
10.3783	17.451
10.4821	17.797
10.5859	11.818
10.6897	12.040
10.7935	8.739
10.8972	8.770
11.0010	7.953
11.1048	10.198
11.2086	7.083
11.3124	6.463
11.4162	8.186
11.5199	11.760
11.6237	15.857
11.7275	13.878
11.8313	12.913
11.9351	22.680
12.0389	35.262
12.1426	44.545
12.2464	42.231
12.3502	40.532
12.4540	45.109
12.5578	36.573
12.6616	52.047
12.7653	37.952
12.8691	48.745
12.9729	26.737
13.0767	63.289
13.1805	46.038
13.2843	42.513
13.3880	48.448
13.4918	51.381
13.5956	74.611
13.6994	76.386
13.8032	56.192
13.9070	53.140
14.0107	56.811
14.1145	55.716
14.2183	51.804
14.3221	54.384
14.4259	60.283
14.5297	52.248
14.6334	41.679
14.7372	39.363
14.8410	33.663
14.9448	32.401
15.0486	20.105
15.1524	15.662
15.2561	18.365
15.3599	18.666
15.4637	16.060
15.5675	13.172
15.6713	15.608
15.7751	16.445
15.8788	12.765
15.9826	18.311
16.0864	27.709
16.1902	26.673
16.2940	25.243
16.3978	41.107
