Distance_(microns)	Gray_Value
0.000	106.000
0.104	131.196
0.208	121.958
0.311	127.005
0.415	135.799
0.519	106.588
0.623	87.533
0.726	69.493
0.830	53.201
0.934	47.466
1.038	30.193
1.142	17.458
1.245	17.952
1.349	13.275
1.453	11.534
1.557	11.621
1.661	8.997
1.764	12.429
1.868	13.291
1.972	10.522
2.076	18.391
2.179	19.644
2.283	11.554
2.387	15.893
2.491	15.495
2.595	12.400
2.698	10.954
2.802	19.166
2.906	22.919
3.010	21.556
3.113	18.784
3.217	27.793
3.321	41.056
3.425	41.337
3.529	38.361
3.632	67.954
3.736	76.469
3.840	90.023
3.944	88.538
4.048	97.787
4.151	105.608
4.255	100.880
4.359	94.040
4.463	89.074
4.566	97.858
4.670	92.601
4.774	97.014
4.878	75.911
4.982	79.058
5.085	68.323
5.189	95.796
5.293	82.380
5.397	76.292
5.501	88.779
5.604	84.635
5.708	80.244
5.812	100.185
5.916	92.978
6.019	89.314
6.123	71.652
6.227	86.080
6.331	99.015
6.435	87.458
6.538	71.553
6.642	89.379
6.746	92.524
6.850	90.902
6.953	76.587
7.057	78.385
7.161	74.120
7.265	60.583
7.369	50.182
7.472	57.353
7.576	41.876
7.680	37.429
7.784	51.813
7.888	31.297
7.991	23.473
8.095	26.907
8.199	28.031
8.303	30.694
8.406	35.029
8.510	40.263
8.614	30.591
8.718	32.024
8.822	35.517
8.925	41.491
9.029	46.161
9.133	43.026
9.237	57.040
9.340	67.352
9.444	51.244
9.548	58.148
9.652	60.063
9.756	74.438
9.859	53.753
9.963	58.152
10.067	65.980
10.171	59.795
10.275	63.333
10.378	52.630
10.482	52.676
10.586	60.030
10.690	60.289
10.793	58.452
10.897	80.631
11.001	93.574
11.105	89.105
11.209	105.858
11.312	92.113
11.416	90.363
11.520	79.169
11.624	56.691
11.728	58.404
11.831	63.648
11.935	72.257
12.039	52.104
12.143	52.876
12.246	43.330
12.350	44.141
12.454	75.240
12.558	67.655
12.662	81.784
12.765	64.077
12.869	93.797
12.973	80.949
13.077	105.645
13.180	134.319
13.284	155.744
13.388	158.229
13.492	158.172
13.596	154.106
13.699	147.483
13.803	136.346
13.907	113.325
14.011	133.446
14.115	96.987
14.218	93.277
14.322	103.047
14.426	86.974
14.530	70.130
14.633	68.435
14.737	83.553
14.841	80.774
14.945	76.494
15.049	72.441
15.152	66.374
15.256	88.554
15.360	83.728
15.464	79.353
15.567	69.716
15.671	60.710
15.775	52.495
15.879	35.801
15.983	43.203
16.086	37.663
16.190	37.678
16.294	44.338
16.398	40.059
16.502	43.713
16.605	85.398
16.709	64.120
16.813	74.059
16.917	93.992
17.020	90.357
17.124	69.997
17.228	78.864
17.332	81.808
17.436	63.008
17.539	39.861
17.643	56.693
17.747	44.379
17.851	38.290
17.954	31.971
18.058	35.848
18.162	37.118
18.266	37.994
18.370	26.588
18.473	35.470
18.577	30.275
18.681	43.555
18.785	30.978
18.889	33.197
18.992	32.062
19.096	51.334
19.200	68.513
19.304	82.143
19.407	97.814
19.511	131.263
19.615	142.782
19.719	147.220
19.823	147.035
19.926	130.963
20.030	134.208
20.134	118.862
20.238	85.595
20.342	72.663
20.445	59.374
20.549	56.193
20.653	55.929
20.757	64.311
20.860	46.382
20.964	46.049
21.068	51.367
21.172	71.848
21.276	72.437
21.379	74.830
21.483	73.151
21.587	62.385
21.691	62.008
21.794	108.344
21.898	88.581
22.002	100.942
22.106	99.728
22.210	114.865
22.313	123.012
22.417	132.713
22.521	158.820
22.625	195.968
22.729	215.734
22.832	182.216
22.936	202.903
23.040	217.283
23.144	214.119
23.247	232.089
23.351	237.730
23.455	236.751
23.559	223.823
23.663	233.230
23.766	194.030
23.870	173.046
23.974	143.340
24.078	131.345
24.181	116.781
24.285	90.588
24.389	63.630
24.493	49.455
24.597	28.759
24.700	43.809
24.804	42.017
24.908	25.257
